matricula,Nome,local de trabalho,Data de Ingresso,Curso,Área de Conhecimento,Data de Conclusão,Instituição
238061,Caio Cavalcanti,8596,2020-06-06,Matemática,Ciências Exatas e da Terra,2010-02-12,USCS - Universidade Municipal de São Caetano do Sul
238062,João Pedro Campos,8596,2020-03-16,Economia,Ciências Sociais Aplicadas,2013-04-18,UNICASTELO - Universidade Camilo Castelo Branco
238063,Maria Cecília Carvalho,8596,2019-01-02,GeoCiências,Ciências Exatas e da Terra,2010-05-09,CEETEPS - Centro Estadual de Educação Tecnológica Paula Souza
238064,Cauê Cardoso,8596,2018-09-22,Zootecnia,Ciências Agrárias,2016-01-30,FA - Faculdade Atlântico
238065,Otávio Cardoso,8596,2020-03-29,Engenharia Química,Engenharias,2010-10-15,FMC - Faculdades Milton Campos
238066,Lara Almeida,8596,2020-01-12,Enfermagem,Ciências da Saúde,2012-09-26,UNISAL - Centro Universitário Salesiano de São Paulo
238067,João Miguel da Cruz,8596,2018-08-09,Desenho Industrial,Ciências Sociais Aplicadas,2014-11-17,IFMT - Instituto Federal do Mato Grosso
238068,Lívia Porto,8596,2014-12-31,Engenharia Sanitária,Engenharias,2014-11-12,UFRGS - Universidade Federal do Rio Grande do Sul
238069,Ana Carolina Peixoto,8596,2022-10-13,Engenharia Agrícola,Ciências Agrárias,2016-09-23,UNIFOA - Centro Universitário de Volta Redonda
238070,Laura da Mata,8596,2023-07-18,Nutrição,Ciências da Saúde,2012-02-24,UNIASSELVI - Centro Universitário Leonardo da Vinci
238071,Catarina Monteiro,8596,2019-02-08,Ciência Política,Ciências Humanas,2017-07-18,FADISI - Faculdade Diocesana São José
238072,Alexia Moreira,8596,2014-08-30,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2012-10-05,UNIPAR - Universidade Paranaense
238073,Igor Cardoso,8596,2019-02-17,Administração,Ciências Sociais Aplicadas,2017-08-21,UNIMONTE - Centro Universitário Monte Serrat
238074,Vinicius Silveira,8596,2019-10-30,Imunologia,Ciências Biológicas,2011-03-14,FIO - Faculdades Integradas de Ourinhos
238075,Dr. André Jesus,8596,2015-12-25,Filosofia,Ciências Humanas,2015-04-15,Uninorte - Centro Universitário do Norte
238076,Carolina Alves,8596,2024-06-28,Engenharia Química,Engenharias,2015-09-22,CEULP/ULBRA - Centro Universitário Luterano de Palmas
238077,João Pedro Ribeiro,8596,2017-02-19,Letras,"Lingüística, Letras e Artes",2012-03-06,UNOCHAPECÓ - Universidade Comunitária Regional de Chapecó
238078,Emilly Jesus,8596,2014-09-30,Saúde Coletiva,Ciências da Saúde,2012-05-19,FAF - Faculdade de Frutal
238079,Heloísa Rezende,8596,2019-03-07,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2013-08-04,UFFS - Universidade Federal da Fronteira Sul
238080,Maria Sophia Barbosa,8596,2023-08-10,Sociologia,Ciências Humanas,2020-11-24,IESB - Instituto de Educação Superior de Brasília
238081,Davi Lucca Peixoto,8596,2017-10-12,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2015-04-04,UFR - Universidade Federal de Rondonópolis
238082,Carlos Eduardo Teixeira,8596,2022-06-09,Turismo,Ciências Sociais Aplicadas,2020-12-22,FADERGS - Faculdade de Desenvolvimento do Rio Grande do Sul
238083,Nicole Cunha,8596,2018-09-04,Engenharia de Transportes,Engenharias,2015-08-14,UNOPAR - Universidade Norte do Paraná
238084,Maria Vitória Sales,8596,2020-08-14,Ciência da Informação,Ciências Sociais Aplicadas,2010-05-21,ITE - Centro Universitário de Bauru
238085,Dr. Davi Luiz Silveira,8596,2024-06-22,Economia Doméstica,Ciências Sociais Aplicadas,2020-03-07,UFTM - Universidade Federal do Triângulo Mineiro
238086,Isabel Ramos,8596,2021-02-22,Astronomia,Ciências Exatas e da Terra,2011-09-30,CAMPO REAL - Faculdade Campo Real
238087,Bryan Nunes,8596,2015-12-26,Medicina,Ciências da Saúde,2013-07-22,UFPI - Universidade Federal do Piauí
238088,Clarice Moura,8596,2020-07-31,Astronomia,Ciências Exatas e da Terra,2019-02-04,UESPI - Universidade Estadual do Piauí
238089,Lorenzo Costela,8596,2014-08-07,Letras,"Lingüística, Letras e Artes",2010-04-12,UNIRITTER - Centro Universitário Ritter dos Reis
238090,Leonardo Nunes,8596,2022-08-23,Química,Ciências Exatas e da Terra,2012-08-10,UNIFRAN - Universidade de Franca
238091,Dr. Davi Luiz Pereira,8596,2021-08-21,Fonoaudiologia,Ciências da Saúde,2016-03-18,Unifametro - Centro Universitário Fametro
238092,Theo Moura,8596,2014-10-23,Economia,Ciências Sociais Aplicadas,2013-09-27,FACEG - Faculdade Evangelica de Goianesia
238093,Enzo Mendes,8596,2022-06-13,Letras,"Lingüística, Letras e Artes",2011-01-17,UNIABEU - UNIABEU Centro Universitário
238094,Dra. Isabel Nogueira,8596,2019-05-16,Fisiologia,Ciências Biológicas,2010-03-24,CEUB - Centro Universitário de Brasília
238095,Leandro Lima,8596,2023-09-07,Serviço Social,Ciências Sociais Aplicadas,2012-03-05,UENF - Universidade Estadual do Norte Fluminense
238096,Caio da Costa,8596,2019-12-03,Saúde Coletiva,Ciências da Saúde,2017-01-31,IF Goiano - Instituto Federal Goiano
238097,Dr. Emanuel Monteiro,8596,2014-10-21,Educação,Ciências Humanas,2012-06-25,UFS - Universidade Federal de Sergipe
238098,Samuel da Luz,8596,2020-04-17,Letras,"Lingüística, Letras e Artes",2015-06-21,UNISUL - Universidade do Sul de Santa Catarina
238099,Yago Pereira,8596,2016-02-23,Demografia,Ciências Sociais Aplicadas,2013-11-13,USU - Universidade Santa Úrsula
238100,Thomas da Paz,8596,2014-08-14,Bioquímica,Ciências Biológicas,2010-02-05,UNIBRASIL - Centro Universitário Autônomo do Brasil
238101,Mariane Martins,8596,2018-03-27,Ciência Política,Ciências Humanas,2017-08-06,FAI - Faculdades Adamantinenses Integradas
238102,Dr. João Felipe Costela,8596,2021-06-06,Ciência e Tecnologia de Alimentos,Ciências Agrárias,2010-08-13,UNIFAMETRO - Centro Universitário Fametro
238103,Dr. Thales Caldeira,8596,2023-09-17,Ciência Política,Ciências Humanas,2017-03-28,UERGS - Universidade Estadual do Rio Grande do Sul
238104,Giovanna da Paz,8596,2020-02-18,Arqueologia,Ciências Humanas,2015-08-12,FACITEC - Faculdade de Ciências Sociais e Tecnológicas
238105,Lucas Gabriel Costa,8596,2018-09-15,Filosofia,Ciências Humanas,2014-04-26,UFPR - Universidade Federal do Paraná
238106,Ryan Barros,8596,2018-12-21,Comunicação,Ciências Sociais Aplicadas,2011-11-12,UNICENTRO - Universidade Estadual do Centro-Oeste
238107,Kaique Novaes,8596,2021-12-17,Economia,Ciências Sociais Aplicadas,2019-01-12,UNIFAI - Centro Universitário Assunção
238108,Nicolas Silva,8596,2023-10-17,Educação Física,Ciências da Saúde,2015-04-03,UNIP - Universidade Paulista
238109,Francisco Peixoto,8596,2016-12-01,Administração,Ciências Sociais Aplicadas,2012-08-07,UNIBRASIL - Centro Universitário Autônomo do Brasil
238110,Samuel Peixoto,8596,2017-05-06,Genética,Ciências Biológicas,2016-07-07,USF - Universidade São Francisco
238111,Davi Lucca Aragão,8596,2023-12-07,Arqueologia,Ciências Humanas,2021-02-14,SENAC - Faculdade Senac - Distrito Federal
238112,Arthur Viana,8596,2023-07-15,Farmacologia,Ciências Biológicas,2022-09-29,Univel - União Educacional de Cascavel
238113,Maria Alice Santos,8596,2023-04-22,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2014-06-16,FACSFX - Faculdade São Francisco Xavier
238114,Sarah Moraes,8596,2022-02-24,Zootecnia,Ciências Agrárias,2016-03-24,FAE - FAE Centro Universitário
238115,Kaique Mendes,8596,2015-02-23,Turismo,Ciências Sociais Aplicadas,2013-08-16,UNIOESTE - Universidade Estadual do Oeste do Paraná
238116,Isabelly Nunes,8596,2017-04-10,Economia Doméstica,Ciências Sociais Aplicadas,2016-06-30,UnB - Universidade de Brasília
238117,Yago Ferreira,8596,2021-09-05,Ecologia,Ciências Biológicas,2011-02-08,IFMG - Instituto Federal de Minas Gerais
238118,Srta. Caroline Barros,8596,2018-01-10,Saúde Coletiva,Ciências da Saúde,2009-08-17,Cesusc -C omplexo de Ensino Superior de Santa Catarina
238119,Luiz Miguel Araújo,8596,2022-03-19,Astronomia,Ciências Exatas e da Terra,2011-10-05,UNICID - Universidade Cidade de São Paulo
238120,Helena Martins,8596,2018-02-08,Saúde Coletiva,Ciências da Saúde,2013-09-18,FPD - Faculdade Pio Décimo
238121,Dr. Vitor Ramos,8596,2016-08-08,Economia,Ciências Sociais Aplicadas,2015-08-19,FAZP - Faculdade Zumbi dos Palmares
238122,Dra. Isadora Monteiro,8596,2024-07-15,Ciência da Computação,Ciências Exatas e da Terra,2010-11-07,CEUB - Centro Universitário de Brasília
238123,Nina Carvalho,8596,2019-03-27,Ciência Política,Ciências Humanas,2015-01-27,UDESC - Universidade do Estado de Santa Catarina
238124,Gabriela Porto,8596,2021-03-11,Nutrição,Ciências da Saúde,2011-02-03,UNICRUZ - Universidade de Cruz Alta
238125,Matheus Moreira,8596,2022-10-13,Letras,"Lingüística, Letras e Artes",2022-05-18,MACK - Universidade Presbiteriana Mackenzie
238126,Sr. Benjamin Cunha,8596,2019-09-07,Letras,"Lingüística, Letras e Artes",2012-04-12,CEUB - Centro Universitário de Brasília
238127,Dr. Otávio Costa,8596,2019-03-13,Psicologia,Ciências Humanas,2017-12-18,UDESC - Universidade do Estado de Santa Catarina
238128,Diogo Novaes,8596,2022-07-25,Arqueologia,Ciências Humanas,2019-11-14,ICESPI - Instituto Católico de Estudos de Ensino Superior do Piauí
238129,Isabella Cunha,8596,2017-04-05,Probabilidade e Estatística,Ciências Exatas e da Terra,2013-07-02,UFCG - Universidade Federal de Campina Grande
238130,Dra. Giovanna Fogaça,8596,2021-10-18,Biologia Geral,Ciências Biológicas,2015-09-24,CELSO LISBOA - Centro Universitário Celso Lisboa
238131,Maria Cecília Campos,8596,2015-07-26,Farmácia,Ciências da Saúde,2013-12-08,IFFarroupilha - Instituto Federal Farroupilha
238132,Kamilly Pereira,8596,2015-08-10,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2014-04-06,UNIPLAC - Universidade do Planalto Catarinense
238133,João Guilherme Castro,8596,2016-01-28,Sociologia,Ciências Humanas,2012-05-16,UFG - Universidade Federal de Goiás
238134,Alana da Rocha,8596,2017-12-19,Saúde Coletiva,Ciências da Saúde,2013-04-17,FDC - Fundação Dom Cabral
238135,Sr. Benjamin Costela,8596,2019-09-14,Engenharia de Transportes,Engenharias,2012-08-28,UNIVALI - Universidade do Vale do Itajaí
238136,Joana Monteiro,8596,2022-12-07,Economia Doméstica,Ciências Sociais Aplicadas,2021-04-02,CELSO LISBOA - Centro Universitário Celso Lisboa
238137,Vitor Jesus,8596,2020-03-11,Economia Doméstica,Ciências Sociais Aplicadas,2010-07-12,IFRN - Instituto Federal do Rio Grande do Norte
238138,Bruno Porto,8596,2023-04-29,Nutrição,Ciências da Saúde,2019-09-13,FACBEL - Faculdade Católica de Belém
238139,Davi Duarte,8596,2021-10-10,Desenho Industrial,Ciências Sociais Aplicadas,2015-01-04,FLF - Faculdade Luciano Feijão
238140,Vinicius Nogueira,8596,2022-02-03,Matemática,Ciências Exatas e da Terra,2021-10-11,UNISC - Universidade de Santa Cruz do Sul
238141,Dr. Diogo Correia,8596,2023-01-03,Farmácia,Ciências da Saúde,2013-09-01,UNINILTONLINS - Universidade Nilton Lins
238142,Sabrina Rocha,8596,2019-04-01,História,Ciências Humanas,2018-06-26,UNIVAP - Universidade do Vale do Paraíba
238143,Davi Nogueira,8596,2016-03-03,Engenharia Biomédica,Engenharias,2014-09-15,UFRR - Universidade Federal de Roraima
238144,Dra. Kamilly Silveira,8596,2015-12-14,GeoCiências,Ciências Exatas e da Terra,2010-07-03,UNICAMPO - Faculdade União de Campo Mourão
238145,Nicolas da Rocha,8596,2023-04-15,Turismo,Ciências Sociais Aplicadas,2011-05-21,FEAPA - Faculdade de Estudos Avançados do Pará
238146,Pedro Melo,8596,2022-03-12,Arqueologia,Ciências Humanas,2016-12-14,UniRV (FESURV) - Universidade de Rio Verde
238147,Rafael Cardoso,8596,2016-06-06,Bioquímica,Ciências Biológicas,2013-03-01,FCF - Faculdade Católica de Fortaleza
238148,Otávio Mendes,8596,2016-02-18,Museologia,Ciências Sociais Aplicadas,2010-01-29,Fatern Gama Filho - Faculdade de Excelência do Rio Grande do Norte
238149,Ana Laura Rodrigues,8596,2018-02-08,Educação,Ciências Humanas,2011-02-21,CEAMA - Centro de Educação da Amazônia
238150,Amanda Correia,8596,2022-04-30,Engenharia Agrícola,Ciências Agrárias,2016-04-30,INTEGRADO - Centro Universitário Integrado de Campo Mourão
238151,Srta. Carolina da Rosa,8596,2021-07-16,Engenharia Aeroespacial,Engenharias,2017-01-22,FADERGS - Faculdade de Desenvolvimento do Rio Grande do Sul
238152,Vitória Dias,8596,2023-10-16,Fisiologia,Ciências Biológicas,2016-08-17,IFRO - Instituto Federal de Rondônia
238153,Rafael Campos,8596,2015-01-22,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2011-08-23,UNIVAP - Universidade do Vale do Paraíba
238154,Sra. Lívia Rocha,8596,2015-03-26,Psicologia,Ciências Humanas,2011-02-05,UniABC - Universidade do Grande ABC
238155,Letícia da Conceição,8596,2023-08-10,Zoologia,Ciências Biológicas,2010-07-01,UNIPAC - Universidade Presidente Antônio Carlos
238156,Maria Sophia Nogueira,8596,2016-07-04,Bioquímica,Ciências Biológicas,2011-09-09,IFTM - Instituto Federal do Triângulo Mineiro
238157,Ana Araújo,8596,2020-01-16,Teologia,Ciências Humanas,2012-05-16,FASM - Faculdade Santa Marcelina
238158,Milena da Cruz,8596,2015-07-30,Engenharia Elétrica,Engenharias,2015-03-12,ESTÁCIO - Faculdade Estácio de Sergipe
238159,Levi Rodrigues,8596,2021-10-17,GeoCiências,Ciências Exatas e da Terra,2021-08-05,SJT - Faculdades Integradas São Judas Tadeu
238160,Vitor Cavalcanti,8596,2017-04-30,Ciência Política,Ciências Humanas,2014-12-24,UNINGÁ - Faculdade Ingá
238161,Guilherme Pereira,8596,2017-06-25,Engenharia Nuclear,Engenharias,2013-07-30,UNESA - Universidade Estácio de Sá
238162,Sra. Lorena da Paz,8596,2019-09-02,Engenharia Sanitária,Engenharias,2014-03-08,UFMT - Universidade Federal de Mato Grosso
238163,Yago Moura,8596,2020-09-22,Ciência da Informação,Ciências Sociais Aplicadas,2013-09-05,UNAERP - Universidade de Ribeirão Preto
238164,Agatha Silveira,8596,2016-01-05,Bioquímica,Ciências Biológicas,2012-12-26,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
238165,Milena Porto,8596,2016-08-01,Saúde Coletiva,Ciências da Saúde,2011-07-21,IFRJ - Instituto Federal do Rio de Janeiro
238166,Augusto Farias,8596,2018-03-31,Engenharia Agrícola,Ciências Agrárias,2017-08-20,FAACS - Faculdade Anglo-Americano de Caxias do Sul
238167,Lorena Souza,8596,2020-08-13,Educação Física,Ciências da Saúde,2013-09-16,IFF - Instituto Federal Fluminense
238168,Sra. Ana Carolina Lima,8596,2014-08-28,Probabilidade e Estatística,Ciências Exatas e da Terra,2009-11-30,UENF - Universidade Estadual do Norte Fluminense
238169,Isaac Vieira,8596,2021-07-24,Biologia Geral,Ciências Biológicas,2016-11-26,CEAP - Centro de Ensino Superior do Amapá
238170,Maria Novaes,8596,2017-07-14,Sociologia,Ciências Humanas,2014-06-08,SOCIESC - Sociedade Educacional de Santa Catarina
238171,Pedro Lucas Castro,8596,2021-05-07,Zoologia,Ciências Biológicas,2012-01-20,UNICATÓLICA - Centro Universitário Católica de Quixadá
238172,André Alves,8596,2019-03-10,Saúde Coletiva,Ciências da Saúde,2011-03-24,USF - Universidade São Francisco
238173,Guilherme Farias,8596,2016-03-20,Geografia,Ciências Humanas,2014-10-06,UNIFAA - Centro de Ensino Superior de Valença
238174,Levi Correia,8596,2021-06-20,Zootecnia,Ciências Agrárias,2012-12-11,UNIFESSPA - Universidade Federal do Sul e Sudeste do Pará
238175,Juliana das Neves,8596,2017-06-28,Ciência da Informação,Ciências Sociais Aplicadas,2015-05-11,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
238176,João Felipe da Paz,8596,2019-10-02,Filosofia,Ciências Humanas,2012-04-04,CEAP - Centro de Ensino Superior do Amapá
238177,Benício Nogueira,8596,2022-11-11,Direito,Ciências Sociais Aplicadas,2012-04-09,FAP - Faculdade Pitágoras* FITS - Faculdade Integrada Tiradentes
238178,Srta. Vitória Ribeiro,8596,2022-10-17,Farmácia,Ciências da Saúde,2011-04-12,FAACS - Faculdade Anglo-Americano de Caxias do Sul
238179,Dr. Kevin Silveira,8596,2018-06-08,Parasitologia,Ciências Biológicas,2018-04-10,UNIVAP - Universidade do Vale do Paraíba
238180,Srta. Nicole Moreira,8596,2018-11-15,Engenharia Sanitária,Engenharias,2014-12-05,FAC FUNAM - Faculdade de Tecnologia Alto e Médio São Francisco
238181,Lívia Santos,8596,2020-11-03,Microbiologia,Ciências Biológicas,2010-08-13,UNIRIO - Universidade Federal do Estado do Rio de Janeiro
238182,Maria Luiza Castro,8596,2014-10-11,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2013-03-13,FURB - Fundação Universidade Regional de Blumenau
238183,Enzo Oliveira,8596,2023-07-08,Medicina,Ciências da Saúde,2022-08-20,FAJAR - Faculdade Jaguariaíva
238184,Ana Sophia Vieira,8596,2019-12-26,Bioquímica,Ciências Biológicas,2009-10-26,UP - Universidade Positivo
238185,Lorena da Mota,8596,2021-07-07,Lingüística,"Lingüística, Letras e Artes",2020-07-26,PUC-RIO - Pontifícia Universidade Católica do Rio de Janeiro
238186,Ana Julia Martins,8596,2016-08-03,Engenharia Nuclear,Engenharias,2011-09-06,FURB - Fundação Universidade Regional de Blumenau
238187,Catarina Pinto,8596,2017-03-26,Serviço Social,Ciências Sociais Aplicadas,2011-07-08,UNISEP - União de Ensino do Sudoeste do Paraná
238188,Sophie Pereira,8596,2019-08-24,Morfologia,Ciências Biológicas,2016-04-08,UNIFIL - Centro Universitário Filadélfia
238189,Isabel Ferreira,8596,2022-05-04,Sociologia,Ciências Humanas,2021-08-03,UFGD - Universidade Federal da Grande Dourados
238190,Pedro Lucas Viana,8596,2017-02-15,Ciência e Tecnologia de Alimentos,Ciências Agrárias,2011-02-04,AEDB - Faculdades Dom Bosco
238191,Pedro Henrique Silva,8596,2019-06-05,Engenharia de Minas,Engenharias,2015-10-02,FMU - Centro Universitário das Faculdades Metropolitanas Unidas
238192,Sr. Benjamin Moreira,8596,2018-12-09,Desenho Industrial,Ciências Sociais Aplicadas,2010-06-12,FFB - Faculdade Farias Brito
238193,Stella Costela,8596,2019-05-05,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2012-06-29,IMESA - Instituto Municipal de Ensino Superior de Assis
238194,Valentina Campos,8596,2022-06-02,Geografia,Ciências Humanas,2018-10-25,IBMR - Centro Universitário IBMR
238195,Luiz Otávio da Costa,8596,2019-11-12,Turismo,Ciências Sociais Aplicadas,2016-08-30,FMC - Faculdades Milton Campos
238196,Luiz Henrique Moreira,8596,2015-06-08,Ciência da Computação,Ciências Exatas e da Terra,2012-09-21,FAVAP - Faculdades Vale do Piancó
238197,Rafael Santos,8596,2015-02-25,Engenharia Mecânica,Engenharias,2014-09-21,IFTO - Instituto Federal do Tocantins
238198,Maria Sophia Rodrigues,8596,2023-01-11,Engenharia de Minas,Engenharias,2010-08-26,MACKENZIE-RIO - Faculdade Presbiteriana Mackenzie Rio
238199,Danilo Freitas,8596,2015-12-08,Fisiologia,Ciências Biológicas,2011-08-16,UNIP - Universidade Paulista
238200,Gustavo Henrique Monteiro,8596,2016-03-01,Engenharia Elétrica,Engenharias,2013-09-22,UNINTER - Grupo Educacional Uninter
238201,Arthur Jesus,8596,2016-11-02,Antropologia,Ciências Humanas,2014-10-25,EN - Escola Naval
238202,Isadora Pinto,8596,2019-04-04,Ciência e Tecnologia de Alimentos,Ciências Agrárias,2012-05-24,IFRS - Instituto Federal do Rio Grande do Sul
238203,Sra. Isadora Sales,8596,2024-04-02,Engenharia Biomédica,Engenharias,2022-11-14,UFRJ - Universidade Federal do Rio de Janeiro
238204,Ana da Costa,8627,2023-02-19,Microbiologia,Ciências Biológicas,2021-04-28,FFB - Faculdade Farias Brito
238205,Augusto Nogueira,8627,2018-11-15,Bioquímica,Ciências Biológicas,2010-02-11,FMG - Faculdade Metodista Granbery
